transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Day_name,month_name,date_of_month,Day_Classification,Time_Classification,Time_classification,Spend_bucket,Revenue
123,2023-01-01,2026-03-17T11:23:01.000Z,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,2.2
124,2023-01-01,2026-03-17T11:23:43.000Z,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,7.5
125,2023-01-01,2026-03-17T11:23:43.000Z,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3
126,2023-01-01,2026-03-17T11:25:35.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,6
127,2023-01-01,2026-03-17T11:25:37.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,7.5
128,2023-01-01,2026-03-17T11:28:15.000Z,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,5
129,2023-01-01,2026-03-17T11:28:29.000Z,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,7
130,2023-01-01,2026-03-17T11:29:25.000Z,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,5.1
131,2023-01-01,2026-03-17T11:29:57.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,6.2
132,2023-01-01,2026-03-17T11:29:57.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,4.5
133,2023-01-01,2026-03-17T11:30:22.000Z,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,2.5
134,2023-01-01,2026-03-17T11:31:35.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3
135,2023-01-01,2026-03-17T11:31:43.000Z,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,6
136,2023-01-01,2026-03-17T11:31:43.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.25
137,2023-01-01,2026-03-17T11:31:53.000Z,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,5
138,2023-01-01,2026-03-17T11:31:53.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.5
139,2023-01-01,2026-03-17T11:39:14.000Z,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.75
140,2023-01-01,2026-03-17T11:39:14.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.75
141,2023-01-01,2026-03-17T11:40:26.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,5
142,2023-01-01,2026-03-17T11:43:57.000Z,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,4.4
143,2023-01-01,2026-03-17T11:44:09.000Z,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.75
144,2023-01-01,2026-03-17T11:47:13.000Z,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3
145,2023-01-01,2026-03-17T11:48:56.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,5
146,2023-01-01,2026-03-17T11:49:42.000Z,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,2.5
147,2023-01-01,2026-03-17T11:49:42.000Z,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.25
148,2023-01-01,2026-03-17T11:50:16.000Z,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,6
149,2023-01-01,2026-03-17T11:50:23.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,7.5
150,2023-01-01,2026-03-17T11:50:58.000Z,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,6
151,2023-01-01,2026-03-17T11:51:30.000Z,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,7
152,2023-01-01,2026-03-17T11:52:31.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.1
153,2023-01-01,2026-03-17T11:57:17.000Z,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,6
154,2023-01-01,2026-03-17T11:57:59.000Z,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,2.5
155,2023-01-01,2026-03-17T11:57:59.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,3.75
156,2023-01-01,2026-03-17T11:58:15.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,02.Mid Morning,02.Mid Morning,01.Low Spend,7.5
157,2023-01-01,2026-03-17T12:00:20.000Z,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
158,2023-01-01,2026-03-17T12:01:00.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
159,2023-01-01,2026-03-17T12:01:20.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6.2
160,2023-01-01,2026-03-17T12:01:20.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
161,2023-01-01,2026-03-17T12:03:09.000Z,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
162,2023-01-01,2026-03-17T12:03:38.000Z,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
163,2023-01-01,2026-03-17T12:03:43.000Z,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
164,2023-01-01,2026-03-17T12:04:22.000Z,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7
165,2023-01-01,2026-03-17T12:05:31.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
166,2023-01-01,2026-03-17T12:06:29.000Z,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
167,2023-01-01,2026-03-17T12:07:42.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
168,2023-01-01,2026-03-17T12:08:21.000Z,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
169,2023-01-01,2026-03-17T12:08:36.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
170,2023-01-01,2026-03-17T12:09:11.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
171,2023-01-01,2026-03-17T12:09:12.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
172,2023-01-01,2026-03-17T12:13:07.000Z,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
173,2023-01-01,2026-03-17T12:14:26.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6.2
174,2023-01-01,2026-03-17T12:17:38.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
175,2023-01-01,2026-03-17T12:18:07.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
176,2023-01-01,2026-03-17T12:18:44.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
177,2023-01-01,2026-03-17T12:20:16.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
178,2023-01-01,2026-03-17T12:23:39.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
179,2023-01-01,2026-03-17T12:27:06.000Z,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8.5
180,2023-01-01,2026-03-17T12:30:46.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
181,2023-01-01,2026-03-17T12:30:49.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
182,2023-01-01,2026-03-17T12:33:20.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
183,2023-01-01,2026-03-17T12:33:35.000Z,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
184,2023-01-01,2026-03-17T12:35:53.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
185,2023-01-01,2026-03-17T12:36:57.000Z,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
186,2023-01-01,2026-03-17T12:38:28.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
187,2023-01-01,2026-03-17T12:42:26.000Z,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
188,2023-01-01,2026-03-17T12:44:01.000Z,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
189,2023-01-01,2026-03-17T12:44:31.000Z,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
190,2023-01-01,2026-03-17T12:44:32.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
191,2023-01-01,2026-03-17T12:45:52.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
192,2023-01-01,2026-03-17T12:46:22.000Z,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.55
193,2023-01-01,2026-03-17T12:46:26.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
194,2023-01-01,2026-03-17T12:46:55.000Z,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
195,2023-01-01,2026-03-17T12:46:55.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
196,2023-01-01,2026-03-17T12:48:08.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
197,2023-01-01,2026-03-17T12:49:48.000Z,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
198,2023-01-01,2026-03-17T12:50:15.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.5
199,2023-01-01,2026-03-17T12:50:28.000Z,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
200,2023-01-01,2026-03-17T12:51:21.000Z,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
201,2023-01-01,2026-03-17T12:51:57.000Z,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.75
202,2023-01-01,2026-03-17T12:51:57.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
203,2023-01-01,2026-03-17T12:52:18.000Z,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.55
204,2023-01-01,2026-03-17T12:52:18.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
205,2023-01-01,2026-03-17T12:53:11.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
206,2023-01-01,2026-03-17T12:53:59.000Z,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
207,2023-01-01,2026-03-17T12:55:25.000Z,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
208,2023-01-01,2026-03-17T12:55:27.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
209,2023-01-01,2026-03-17T12:55:27.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
210,2023-01-01,2026-03-17T12:55:36.000Z,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
211,2023-01-01,2026-03-17T12:55:53.000Z,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
212,2023-01-01,2026-03-17T12:56:33.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.75
213,2023-01-01,2026-03-17T12:56:59.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
214,2023-01-01,2026-03-17T12:58:54.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
215,2023-01-01,2026-03-17T12:59:06.000Z,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
216,2023-01-01,2026-03-17T13:00:38.000Z,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
217,2023-01-01,2026-03-17T13:01:33.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
218,2023-01-01,2026-03-17T13:02:40.000Z,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
219,2023-01-01,2026-03-17T13:02:40.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.5
220,2023-01-01,2026-03-17T13:02:52.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
221,2023-01-01,2026-03-17T13:03:13.000Z,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
222,2023-01-01,2026-03-17T13:04:01.000Z,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
223,2023-01-01,2026-03-17T13:04:01.000Z,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.25
224,2023-01-01,2026-03-17T13:04:22.000Z,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
225,2023-01-01,2026-03-17T13:04:37.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
226,2023-01-01,2026-03-17T13:04:51.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2
227,2023-01-01,2026-03-17T13:05:56.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
228,2023-01-01,2026-03-17T13:07:37.000Z,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
229,2023-01-01,2026-03-17T13:09:03.000Z,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.1
230,2023-01-01,2026-03-17T13:12:03.000Z,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
231,2023-01-01,2026-03-17T13:13:09.000Z,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.75
232,2023-01-01,2026-03-17T13:17:30.000Z,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.55
233,2023-01-01,2026-03-17T13:17:32.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,8
234,2023-01-01,2026-03-17T13:18:34.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6
235,2023-01-01,2026-03-17T13:19:09.000Z,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4
236,2023-01-01,2026-03-17T13:19:09.000Z,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3.5
237,2023-01-01,2026-03-17T13:19:36.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
238,2023-01-01,2026-03-17T13:19:56.000Z,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
239,2023-01-01,2026-03-17T13:20:51.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,6.2
240,2023-01-01,2026-03-17T13:21:23.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
241,2023-01-01,2026-03-17T13:22:11.000Z,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,2.5
242,2023-01-01,2026-03-17T13:22:45.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,5
243,2023-01-01,2026-03-17T13:23:54.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7
244,2023-01-01,2026-03-17T13:24:29.000Z,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,7.5
245,2023-01-01,2026-03-17T13:30:49.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
246,2023-01-01,2026-03-17T13:32:07.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,4.4
247,2023-01-01,2026-03-17T13:32:34.000Z,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Sun,Jan,1,weekday,03.Afternoon,03.Afternoon,01.Low Spend,3
